"fdc_id","brand_description","expiration_date","label_weight","location","acquisition_date","sales_type","sample_lot_nbr","sell_by_date","store_city","store_name","store_state","upc_code"
"333506","","2014-06-01","","","2011-11-28","Retail store","","","LAKE WORTH","Publix Super Market","FL","8662036"
"333507","","2014-05-05","","","2011-11-28","Retail store","11255AACTP1740","","","Price Chopper Supermarket","","8662036"
"333508","","2014-05-05","","","2011-11-28","Retail store","11255AACTP1739","","","Price Chopper Supermarket","","8662036"
"333509","","2014-06-01","","","2011-11-28","Retail store","","","LAKE WORTH","Publix Super Market","FL","8662036"
"333510","","2014-05-05","","","2011-11-28","Retail store","11255AACTP1735","","","Price Chopper Supermarket","","8662036"
"333511","","2014-06-01","","","2011-11-28","Retail store","","","LAKE WORTH","Publix Super Market","FL","8662036"
"333512","","2014-05-05","","","2011-11-28","Retail store","11255AACTP1736","","","Price Chopper Supermarket","","8662036"
"333516","","2013-11-01","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","8662036"
"333517","","2014-04-01","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","8662036"
"333518","","2013-11-01","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","8662036"
"333519","","2014-04-01","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","8662036"
"333520","","2013-11-01","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","8662036"
"333521","","2013-11-01","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","8662036"
"333522","","2014-04-01","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","8662036"
"333523","","2013-11-01","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","8662036"
"333524","","2013-11-01","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","8662036"
"333525","","2014-04-01","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","8662036"
"333526","","","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","8662036"
"333527","","2013-11-01","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","8662036"
"333528","","2013-11-01","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","8662036"
"333529","","2014-04-01","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","8662036"
"333530","","2014-04-01","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","8662036"
"333534","","2014-05-10","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","8662036"
"333535","","2014-05-10","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","8662036"
"333536","","2014-07-21","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","8662036"
"333537","","2014-07-21","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","8662036"
"333538","","2014-05-10","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","8662036"
"333539","","2014-07-21","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","8662036"
"333540","","2014-05-10","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","8662036"
"333541","","2014-07-21","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","8662036"
"333542","","2014-05-10","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","8662036"
"333543","","2014-07-21","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","8662036"
"333544","","2014-05-10","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","8662036"
"333545","","2014-07-21","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","8662036"
"333546","","2014-05-10","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","8662036"
"333547","","2014-07-21","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","8662036"
"333548","","2014-07-21","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","8662036"
"333549","","2014-05-10","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","8662036"
"333554","","2014-06-01","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","8662036"
"333555","","2014-06-01","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","8662036"
"333556","","2014-06-20","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","8662036"
"333557","","2014-06-20","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","8662036"
"333558","","2014-06-20","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","8662036"
"333559","","2014-06-01","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","8662036"
"333560","","2014-06-20","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","8662036"
"333561","","2014-06-01","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","8662036"
"333562","","2014-06-20","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","8662036"
"333563","","2014-06-01","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","8662036"
"333564","","2014-06-01","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","8662036"
"333565","","2014-06-20","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","8662036"
"333566","","2014-06-20","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","8662036"
"333567","","2014-06-01","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","8662036"
"333568","","2014-06-01","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","8662036"
"333569","","2014-06-20","","","2011-11-25","Retail store","","","BESSEMER","WalMart Supercenter","AL","8662036"
"333583","","2013-11-01","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","8662036"
"333584","","2013-11-01","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","8662036"
"333585","","2013-11-01","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","8662036"
"333586","","2011-06-29","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","8662036"
"333587","","2014-06-29","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","8662036"
"333588","","2013-11-01","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","8662036"
"333589","","2011-06-29","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","8662036"
"333590","","2013-11-01","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","8662036"
"333591","","2014-06-29","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","8662036"
"333592","","2013-11-01","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","8662036"
"333593","","2011-06-29","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","8662036"
"333594","","2011-06-29","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","8662036"
"333595","","2013-11-01","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","8662036"
"333596","","2011-06-29","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","8662036"
"333597","","2013-11-01","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","8662036"
"333598","","2011-06-29","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","8662036"
"333603","","2015-06-22","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","48000002457"
"333604","","2015-04-15","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","48000002457"
"333605","","2015-06-22","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","48000002457"
"333606","","2015-04-15","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","48000002457"
"333607","","2015-06-22","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","48000002457"
"333608","","2015-04-15","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","48000002457"
"333609","","2015-06-22","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","48000002457"
"333610","","2015-04-15","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","48000002457"
"333611","","2015-06-22","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","48000002457"
"333612","","2015-06-22","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","48000002457"
"333613","","2015-04-15","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","48000002457"
"333614","","2015-04-15","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","48000002457"
"333615","","2015-06-22","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","48000002457"
"333616","","2015-06-22","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","48000002457"
"333617","","2015-04-15","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","48000002457"
"333618","","2015-04-15","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","48000002457"
"333622","","2015-04-07","","","2011-11-28","Retail store","H171BSCWBB0744","","CARRBORO","Food Lion","NC","48000002457"
"333623","","2015-08-03","","","2012-01-12","Retail store","","","CHRISTIANSBURG","WalMart SuperCenter","VA","48000002457"
"333624","","2015-04-07","","","2011-11-28","Retail store","H171BSCWBB0743","","CARRBORO","Food Lion","NC","48000002457"
"333625","","2015-08-03","","","2012-01-12","Retail store","","","CHRISTIANSBURG","WalMart SuperCenter","VA","48000002457"
"333626","","2015-04-07","","","2011-11-28","Retail store","H171BSCWBB0744","","CARRBORO","Food Lion","NC","48000002457"
"333627","","2015-08-03","","","2012-01-12","Retail store","","","CHRISTIANSBURG","WalMart SuperCenter","VA","48000002457"
"333628","","2015-04-07","","","2011-11-28","Retail store","H171BSCWBB0744","","CARRBORO","Food Lion","NC","48000002457"
"333629","","2015-08-03","","","2012-01-12","Retail store","","","CHRISTIANSBURG","WalMart SuperCenter","VA","48000002457"
"333630","","2015-04-07","","","2011-11-28","Retail store","H171BSCWBB0743","","CARRBORO","Food Lion","NC","48000002457"
"333631","","2015-08-03","","","2012-01-12","Retail store","","","CHRISTIANSBURG","WalMart SuperCenter","VA","48000002457"
"333632","","2015-08-03","","","2012-01-12","Retail store","","","CHRISTIANSBURG","WalMart SuperCenter","VA","48000002457"
"333633","","2015-04-07","","","2011-11-28","Retail store","H171BSCWBB0743","","CARRBORO","Food Lion","NC","48000002457"
"333634","","2015-04-07","","","2011-11-28","Retail store","H171BSCWBB0744","","CARRBORO","Food Lion","NC","48000002457"
"333635","","2015-04-07","","","2011-11-28","Retail store","H171BSCWBB0744","","CARRBORO","Food Lion","NC","48000002457"
"333636","","2015-08-03","","","2012-01-12","Retail store","","","CHRISTIANSBURG","WalMart SuperCenter","VA","48000002457"
"333637","","2015-11-21","","","2012-01-12","Retail store","","","CHRISTIANSBURG","WalMart SuperCenter","VA","48000002457"
"333641","","2015-08-22","","","2011-11-28","Retail store","","","LAKE WORTH","Publix Super Market","FL","48000002457"
"333642","","2015-01-07","","","2011-11-28","Retail store","","","BELTON","Hy-Vee","MO","48000002457"
"333643","","2015-08-22","","","2011-11-28","Retail store","","","LAKE WORTH","Publix Super Market","FL","48000002457"
"333644","","2015-01-07","","","2011-11-28","Retail store","","","BELTON","Hy-Vee","MO","48000002457"
"333645","","2015-08-22","","","2011-11-28","Retail store","","","LAKE WORTH","Publix Super Market","FL","48000002457"
"333646","","2015-01-07","","","2011-11-28","Retail store","","","BELTON","Hy-Vee","MO","48000002457"
"333647","","2015-01-07","","","2011-11-28","Retail store","","","BELTON","Hy-Vee","MO","48000002457"
"333648","","2015-08-22","","","2011-11-28","Retail store","","","LAKE WORTH","Publix Super Market","FL","48000002457"
"333649","","2015-08-22","","","2011-11-28","Retail store","","","LAKE WORTH","Publix Super Market","FL","48000002457"
"333650","","2015-01-07","","","2011-11-28","Retail store","","","BELTON","Hy-Vee","MO","48000002457"
"333651","","2015-01-07","","","2011-11-28","Retail store","","","BELTON","Hy-Vee","MO","48000002457"
"333652","","2015-08-22","","","2011-11-28","Retail store","","","LAKE WORTH","Publix Super Market","FL","48000002457"
"333653","","2015-08-22","","","2011-11-28","Retail store","","","LAKE WORTH","Publix Super Market","FL","48000002457"
"333654","","2015-01-07","","","2011-11-28","Retail store","","","BELTON","Hy-Vee","MO","48000002457"
"333655","","2015-08-22","","","2011-11-28","Retail store","","","LAKE WORTH","Publix Super Market","FL","48000002457"
"333656","","2015-01-07","","","2011-11-28","Retail store","","","BELTON","Hy-Vee","MO","48000002457"
"333660","","2015-08-25","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","48000002457"
"333661","","2015-04-18","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","48000002457"
"333662","","2015-04-18","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","48000002457"
"333663","","2015-08-25","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","48000002457"
"333664","","2015-04-18","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","48000002457"
"333665","","2015-04-18","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","48000002457"
"333666","","2015-08-25","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","48000002457"
"333667","","2015-08-25","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","48000002457"
"333668","","2015-08-25","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","48000002457"
"333669","","2015-04-18","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","48000002457"
"333670","","2015-04-18","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","48000002457"
"333671","","2015-08-25","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","48000002457"
"333672","","2015-04-18","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","48000002457"
"333673","","2015-04-18","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","48000002457"
"333674","","2015-08-25","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","48000002457"
"333675","","2015-08-25","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","48000002457"
"333680","","2015-04-26","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","48000002457"
"333681","","2015-04-13","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","48000002457"
"333682","","2015-09-13","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","48000002457"
"333683","","2015-09-13","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","48000002457"
"333684","","2015-04-13","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","48000002457"
"333685","","2015-04-22","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","48000002457"
"333686","","2015-09-13","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","48000002457"
"333687","","2015-09-13","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","48000002457"
"333688","","2015-04-22","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","48000002457"
"333689","","2015-09-13","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","48000002457"
"333690","","2015-04-26","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","48000002457"
"333691","","2015-09-13","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","48000002457"
"333692","","2015-04-13","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","48000002457"
"333693","","2015-09-13","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","48000002457"
"333694","","2015-04-13","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","48000002457"
"333695","","2015-09-13","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","48000002457"
"333700","","2014-08-10","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","8067308"
"333701","","2014-04-14","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","8067308"
"333702","","2014-08-10","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","8067308"
"333703","","2014-04-14","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","8067308"
"333704","","2014-08-10","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","8067308"
"333705","","2014-04-14","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","8067308"
"333706","","2014-08-10","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","8067308"
"333707","","2014-04-14","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","8067308"
"333708","","2014-08-10","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","8067308"
"333709","","2014-08-10","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","8067308"
"333710","","2014-04-14","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","8067308"
"333711","","2014-04-14","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","8067308"
"333712","","2014-04-14","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","8067308"
"333713","","","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","8067308"
"333714","","2014-08-10","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","8067308"
"333715","","2014-04-14","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","8067308"
"333719","","2015-09-15","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","48000002457"
"333720","","2015-11-21","","","2012-01-12","Retail store","","","CHRISTIANSBURG","WalMart SuperCenter","VA","48000002457"
"333721","","2015-09-15","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","48000002457"
"333722","","2015-11-21","","","2012-01-12","Retail store","","","CHRISTIANSBURG","WalMart SuperCenter","VA","48000002457"
"333723","","2015-09-15","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","48000002457"
"333724","","2015-11-21","","","2012-01-12","Retail store","","","CHRISTIANSBURG","WalMart SuperCenter","VA","48000002457"
"333725","","2015-09-15","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","48000002457"
"333726","","2015-11-21","","","2012-01-12","Retail store","","","CHRISTIANSBURG","WalMart SuperCenter","VA","48000002457"
"333727","","2015-09-15","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","48000002457"
"333728","","2015-09-15","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","48000002457"
"333729","","2015-11-21","","","2012-01-12","Retail store","","","CHRISTIANSBURG","WalMart SuperCenter","VA","48000002457"
"333730","","2015-09-15","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","48000002457"
"333731","","2015-09-15","","","2011-11-29","Retail store","","","PARADISE","Safeway","CA","48000002457"
"333732","","2015-11-21","","","2012-01-12","Retail store","","","CHRISTIANSBURG","WalMart SuperCenter","VA","48000002457"
"333733","","2015-11-21","","","2012-01-12","Retail store","","","CHRISTIANSBURG","WalMart SuperCenter","VA","48000002457"
"333734","","2015-11-21","","","2012-01-12","Retail store","","","CHRISTIANSBURG","WalMart SuperCenter","VA","48000002457"
"333748","","2014-04-06","","","2011-11-29","Retail store","","","PLEASANTON","Albertsons","CA","8067308"
"333749","","2014-04-04","","","2011-11-28","Retail store","1094J41AKJWH61017","","CARRBORO","Food Lion","NC","8067308"
"333750","","2014-04-06","","","2011-11-29","Retail store","","","PLEASANTON","Albertsons","CA","8067308"
"333751","","2014-04-04","","","2011-11-28","Retail store","1094J41AKJWH61015","","CARRBORO","Food Lion","NC","8067308"
"333752","","2014-04-06","","","2011-11-29","Retail store","","","PLEASANTON","Albertsons","CA","8067308"
"333753","","2014-04-04","","","2011-11-28","Retail store","1094J41AKJWH61015","","CARRBORO","Food Lion","NC","8067308"
"333754","","2014-04-06","","","2011-11-29","Retail store","","","PLEASANTON","Albertsons","CA","8067308"
"333755","","2014-04-04","","","2011-11-28","Retail store","1094J41AKJWH61012","","CARRBORO","Food Lion","NC","8067308"
"333756","","2014-04-06","","","2011-11-29","Retail store","","","PLEASANTON","Albertsons","CA","8067308"
"333757","","2014-04-06","","","2011-11-29","Retail store","","","PLEASANTON","Albertsons","CA","8067308"
"333758","","2014-04-04","","","2011-11-28","Retail store","1094J41AKJWH61015","","CARRBORO","Food Lion","NC","8067308"
"333759","","2014-04-04","","","2011-11-28","Retail store","1094J41AKJWH61015","","CARRBORO","Food Lion","NC","8067308"
"333760","","2014-04-06","","","2011-11-29","Retail store","","","PLEASANTON","Albertsons","CA","8067308"
"333761","","2014-04-06","","","2011-11-29","Retail store","","","PLEASANTON","Albertsons","CA","8067308"
"333762","","2014-04-04","","","2011-11-28","Retail store","1094J41AKJWH61016","","CARRBORO","Food Lion","NC","8067308"
"333763","","2014-04-04","","","2011-11-28","Retail store","1094J41AKJWH61014","","CARRBORO","Food Lion","NC","8067308"
"333767","","2014-03-14","","","2011-11-28","Retail store","","","LAKE WORTH","Publix Super Market","FL","8067308"
"333768","","2014-04-20","","","2011-11-28","Retail store","1110SMBBCJWH60854","","BELTON","Price Chopper Supermarket","MO","8067308"
"333769","","2014-04-20","","","2011-11-28","Retail store","1110SMBBCJWH60854","","BELTON","Price Chopper Supermarket","MO","8067308"
"333770","","2014-03-14","","","2011-11-28","Retail store","","","LAKE WORTH","Publix Super Market","FL","8067308"
"333771","","2014-04-20","","","2011-11-28","Retail store","1110SMBBCJWH60854","","BELTON","Price Chopper Supermarket","MO","8067308"
"333772","","2014-03-14","","","2011-11-28","Retail store","","","LAKE WORTH","Publix Super Market","FL","8067308"
"333773","","2014-03-14","","","2011-11-28","Retail store","","","LAKE WORTH","Publix Super Market","FL","8067308"
"333774","","2014-04-20","","","2011-11-28","Retail store","1110SMBBCJWH60854","","BELTON","Price Chopper Supermarket","MO","8067308"
"333775","","2014-03-14","","","2011-11-28","Retail store","","","LAKE WORTH","Publix Super Market","FL","8067308"
"333776","","2014-03-14","","","2011-11-28","Retail store","","","LAKE WORTH","Publix Super Market","FL","8067308"
"333777","","2014-04-20","","","2011-11-28","Retail store","1110SMBBCJWH60854","","BELTON","Price Chopper Supermarket","MO","8067308"
"333778","","2014-04-20","","","2011-11-28","Retail store","1110SMBBCJWH60854","","BELTON","Price Chopper Supermarket","MO","8067308"
"333779","","2014-03-14","","","2011-11-28","Retail store","","","LAKE WORTH","Publix Super Market","FL","8067308"
"333780","","2014-03-14","","","2011-11-28","Retail store","","","LAKE WORTH","Publix Super Market","FL","8067308"
"333781","","2014-04-20","","","2011-11-28","Retail store","1110SMBBCJWH60854","","BELTON","Price Chopper Supermarket","MO","8067308"
"333782","","2014-04-20","","","2011-11-28","Retail store","1110SMBBCJWH60854","","BELTON","Price Chopper Supermarket","MO","8067308"
"333786","","2014-04-26","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","8067308"
"333787","","2014-06-03","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","8067308"
"333788","","2014-04-26","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","8067308"
"333789","","2014-06-03","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","8067308"
"333790","","2014-04-26","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","8067308"
"333791","","2014-04-26","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","8067308"
"333792","","2014-06-03","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","8067308"
"333793","","2014-06-03","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","8067308"
"333794","","2014-04-26","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","8067308"
"333795","","2014-04-26","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","8067308"
"333796","","2014-06-03","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","8067308"
"333797","","2014-06-03","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","8067308"
"333798","","2014-04-26","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","8067308"
"333799","","2014-06-03","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","8067308"
"333800","","2014-04-26","","","2011-11-29","Retail store","","","WATERBURY","Shop Rite","CT","8067308"
"333801","","2014-06-03","","","2011-11-27","Retail store","","","DENVER","Safeway","CO","8067308"
"333806","AMERICAS CHOICE TUNA","2014-08-30","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","754807420720"
"333807","KROGER CANNED TUNA","2014-07-01","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","11110890849"
"333808","AMERICAS CHOICE TUNA","2014-08-30","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","754807420720"
"333809","KROGER CANNED TUNA","2014-07-01","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","11110890849"
"333810","AMERICAS CHOICE TUNA","2014-08-30","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","754807420720"
"333811","KROGER CANNED TUNA","2014-07-01","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","11110890849"
"333812","AMERICAS CHOICE TUNA","2014-08-30","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","754807420720"
"333813","KROGER CANNED TUNA","2014-07-01","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","11110890849"
"333814","AMERICAS CHOICE TUNA","2014-08-30","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","754807420720"
"333815","AMERICAS CHOICE TUNA","2014-08-30","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","754807420720"
"333816","KROGER CANNED TUNA","2014-07-01","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","11110890849"
"333817","KROGER CANNED TUNA","2014-07-01","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","11110890849"
"333818","AMERICAS CHOICE TUNA","2014-08-30","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","754807420720"
"333819","KROGER CANNED TUNA","2014-07-01","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","11110890849"
"333820","KROGER CANNED TUNA","2014-07-01","","","2011-11-28","Retail store","","","ANDERSON","Pay Less Super Market","IN","11110890849"
"333821","AMERICAS CHOICE TUNA","2014-08-30","","","2011-11-27","Retail store","","","COLLEGE POINT","Waldbaum","NY","754807420720"
"333825","","2014-04-12","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","8067308"
"333826","","2014-08-29","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","8067308"
"333827","","2014-04-12","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","8067308"
"333828","","2014-04-12","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","8067308"
"333829","","2014-08-29","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","8067308"
"333830","","2014-04-12","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","8067308"
"333831","","2014-08-29","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","8067308"
"333832","","2014-04-12","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","8067308"
"333833","","2014-08-29","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","8067308"
"333834","","2014-08-29","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","8067308"
"333835","","2014-04-12","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","8067308"
"333836","","2014-08-29","","","2011-11-30","Retail store","","","SAPULPA","WalMart SuperCenter","OK","8067308"
"333837","","2014-04-12","","","2011-11-28","Retail store","","","PORT HURON","Kroger Store","MI","8067308"
